agent,env_id,mode,human,seed,success_rate,mean_reward,std_reward,train_seconds
PPO,MiniGrid-LavaGapS7-v0,bayesian,StochasticLow,789,0.24,0.34277038208528127,0.5261050532260798,329.93
PPO,MiniGrid-LavaGapS7-v0,bayesian,StochasticLow,999,0.14,0.2462866546785616,0.5021055105082725,222.68
PPO,MiniGrid-LavaGapS7-v0,bayesian,StochasticHigh,42,0.0,5.891999999999985,0.5723076095946984,131.95
PPO,MiniGrid-LavaGapS7-v0,bayesian,StochasticHigh,123,0.0,5.961999999999986,0.5429143578871329,6592.24
PPO,MiniGrid-LavaGapS7-v0,bayesian,StochasticHigh,456,0.0,5.907999999999987,0.4886061808859956,120.26
PPO,MiniGrid-LavaGapS7-v0,bayesian,StochasticHigh,789,0.0,5.877999999999987,0.6290596156168325,321.71
PPO,MiniGrid-LavaGapS7-v0,bayesian,StochasticHigh,999,0.0,5.871999999999987,0.6036687833572293,229.85
PPO,MiniGrid-LavaGapS7-v0,bayesian,Adversarial,42,0.8,0.8216393203091666,0.2880539433507055,220.05
PPO,MiniGrid-LavaGapS7-v0,bayesian,Adversarial,123,0.0,0.7648638447180806,1.1158728034585013,212.82
PPO,MiniGrid-LavaGapS7-v0,bayesian,Adversarial,456,0.0,2.284956084988282,2.1946939890381527,163.47
PPO,MiniGrid-LavaGapS7-v0,bayesian,Adversarial,789,0.0,9.800000000000004,0.0,129.64
PPO,MiniGrid-LavaGapS7-v0,bayesian,Adversarial,999,0.0,3.1969006660006642,2.0780543025599383,202.13
PPO,MiniGrid-LavaGapS7-v0,bayesian,DistanceNoise,42,0.26,0.34975034819182355,0.5474027450185914,229.71
PPO,MiniGrid-LavaGapS7-v0,bayesian,DistanceNoise,123,0.06,0.10161850823720059,0.28937215178621367,218.0
PPO,MiniGrid-LavaGapS7-v0,bayesian,DistanceNoise,456,0.24,0.3371621698450712,0.541245095042862,210.04
PPO,MiniGrid-LavaGapS7-v0,bayesian,DistanceNoise,789,0.0,0.0019213434710405291,0.07348848098387013,194.95
PPO,MiniGrid-LavaGapS7-v0,bayesian,DistanceNoise,999,0.2,0.2526906766928262,0.4598925680267582,190.04
PPO,MiniGrid-LavaGapS7-v0,bayesian,Fatigue,42,0.16,0.288546494003831,0.5041195544008992,235.07
PPO,MiniGrid-LavaGapS7-v0,bayesian,Fatigue,123,0.16,0.28004372727896426,0.5107997824706833,220.73
PPO,MiniGrid-LavaGapS7-v0,bayesian,Fatigue,456,0.08,0.17708024868688874,0.3486368760487285,217.49
PPO,MiniGrid-LavaGapS7-v0,bayesian,Fatigue,789,0.0,0.06877986618881154,0.05079735658555333,178.12
